复权净值,累计净值,最大回撤,单位净值,涨跌幅,日期,管理人名称,产品代码,产品名称,产品简称,管理人规模,策略类型
1.165,1.165,0.0,1.165,0.0,2018-11-05,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.161,1.161,-0.0034334763948497883,1.161,-0.0034334763948497883,2018-11-06,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.165,1.165,0.0,1.165,0.0034453057708871693,2018-11-07,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.164,1.164,-0.0008583690987125424,1.164,-0.0008583690987125424,2018-11-08,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.163,1.163,-0.0017167381974248941,1.163,-0.0008591065292095274,2018-11-09,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.171,1.171,0.0,1.171,0.006878761822871889,2018-11-12,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.173,1.173,0.0,1.173,0.0017079419299743824,2018-11-13,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.167,1.167,-0.005115089514066501,1.167,-0.005115089514066501,2018-11-14,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.163,1.163,-0.008525149190110834,1.163,-0.0034275921165381347,2018-11-15,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.153,1.153,-0.01705029838022167,1.153,-0.00859845227858986,2018-11-16,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.152,1.152,-0.017902813299232847,1.152,-0.0008673026886384318,2018-11-19,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.152,1.152,-0.017902813299232847,1.152,0.0,2018-11-20,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.158,1.158,-0.012787723785166346,1.158,0.005208333333333338,2018-11-21,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.162,1.162,-0.009377664109122013,1.162,0.003454231433506048,2018-11-22,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.167,1.167,-0.005115089514066501,1.167,0.004302925989673077,2018-11-23,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.183,1.183,0.0,1.183,0.013710368466152539,2018-11-26,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.189,1.189,0.0,1.189,0.005071851225697384,2018-11-27,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.181,1.181,-0.006728343145500426,1.181,-0.006728343145500426,2018-11-28,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.179,1.179,-0.008410428931875533,1.179,-0.0016934801016088076,2018-11-29,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.176,1.176,-0.010933557611438285,1.176,-0.0025445292620866105,2018-11-30,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.165,1.165,-0.02018502943650128,1.165,-0.009353741496598554,2018-12-03,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.158,1.158,-0.026072329688814243,1.158,-0.0060085836909872245,2018-12-04,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.147,1.147,-0.035323801513877234,1.147,-0.009499136442141537,2018-12-05,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.148,1.148,-0.03448275862068978,1.148,0.0008718395815169048,2018-12-06,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.157,1.157,-0.026913372582001705,1.157,0.007839721254355505,2018-12-07,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.159,1.159,-0.025231286795626598,1.159,0.0017286084701815055,2018-12-10,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.151,1.151,-0.03195962994112703,1.151,-0.00690250215703193,2018-12-11,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.149,1.149,-0.03364171572750213,1.149,-0.0017376194613379684,2018-12-12,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.148,1.148,-0.03448275862068978,1.148,-0.0008703220191471818,2018-12-13,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.15,1.15,-0.03280067283431467,1.15,0.0017421602787456463,2018-12-14,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.151,1.151,-0.03195962994112703,1.151,0.0008695652173914017,2018-12-17,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.151,1.151,-0.03195962994112703,1.151,0.0,2018-12-18,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.15,1.15,-0.03280067283431467,1.15,-0.0008688097306690807,2018-12-19,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.147,1.147,-0.035323801513877234,1.147,-0.002608695652173819,2018-12-20,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.143,1.143,-0.03868797308662745,1.143,-0.0034873583260680067,2018-12-21,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.144,1.144,-0.037846930193439994,1.144,0.0008748906386700699,2018-12-24,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.159,1.159,-0.025231286795626598,1.159,0.013111888111888221,2018-12-25,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.161,1.161,-0.02354920100925149,1.161,0.0017256255392579824,2018-12-26,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.153,1.153,-0.030277544154751916,1.153,-0.0068906115417743385,2018-12-27,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.162,1.162,-0.022708158116064033,1.162,0.007805724197744924,2018-12-28,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.156,1.156,-0.02775441547518935,1.156,-0.005163511187607578,2019-01-02,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.159,1.159,-0.025231286795626598,1.159,0.0025951557093426593,2019-01-03,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.16,1.16,-0.02439024390243914,1.16,0.0008628127696288955,2019-01-04,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.154,1.154,-0.029436501261564458,1.154,-0.005172413793103453,2019-01-07,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.151,1.151,-0.03195962994112703,1.151,-0.0025996533795493,2019-01-08,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.144,1.144,-0.037846930193439994,1.144,-0.006081668114682986,2019-01-09,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.147,1.147,-0.035323801513877234,1.147,0.002622377622377722,2019-01-10,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.141,1.141,-0.04037005887300256,1.141,-0.00523103748910201,2019-01-11,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.142,1.142,-0.0395290159798151,1.142,0.0008764241893075283,2019-01-14,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.131,1.131,-0.04878048780487809,1.131,-0.009632224168126006,2019-01-15,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.131,1.131,-0.04878048780487809,1.131,0.0,2019-01-16,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.134,1.134,-0.04625735912531553,1.134,0.0026525198938991083,2019-01-17,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.156,1.156,-0.02775441547518935,1.156,0.019400352733686087,2019-01-18,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.178,1.178,-0.00925147182506318,1.178,0.019031141868512128,2019-01-21,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.175,1.175,-0.011774600504625745,1.175,-0.002546689303904832,2019-01-22,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.169,1.169,-0.016820857863751065,1.169,-0.005106382978723408,2019-01-23,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.168,1.168,-0.01766190075693871,1.168,-0.0008554319931566397,2019-01-24,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.169,1.169,-0.016820857863751065,1.169,0.0008561643835617397,2019-01-25,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.166,1.166,-0.019343986543313818,1.166,-0.0025662959794697294,2019-01-28,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.169,1.169,-0.016820857863751065,1.169,0.0025728987993139914,2019-01-29,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.15,1.15,-0.03280067283431467,1.15,-0.016253207869974445,2019-01-30,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.153,1.153,-0.030277544154751916,1.153,0.002608695652174012,2019-01-31,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.175,1.175,-0.011774600504625745,1.175,0.01908065915004338,2019-02-01,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.187,1.187,-0.0016820857863751066,1.187,0.010212765957446817,2019-02-11,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.19,1.19,0.0,1.19,0.0025273799494523095,2019-02-12,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.175,1.175,-0.012605042016806641,1.175,-0.012605042016806641,2019-02-13,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.161,1.161,-0.024369747899159595,1.161,-0.011914893617021288,2019-02-14,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.154,1.154,-0.030252100840336162,1.154,-0.006029285099052642,2019-02-15,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.149,1.149,-0.03445378151260498,1.149,-0.00433275563258223,2019-02-18,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.146,1.146,-0.03697478991596642,1.146,-0.002610966057441352,2019-02-19,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.139,1.139,-0.0428571428571428,1.139,-0.006108202443280886,2019-02-20,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.148,1.148,-0.03529411764705886,1.148,0.007901668129938451,2019-02-21,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.15,1.15,-0.033613445378151294,1.15,0.0017421602787456463,2019-02-22,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.153,1.153,-0.03109243697478985,1.153,0.002608695652174012,2019-02-25,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.144,1.144,-0.038655462184873986,1.144,-0.007805724197745116,2019-02-26,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.152,1.152,-0.03193277310924373,1.152,0.006993006993007,2019-02-27,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.144,1.144,-0.038655462184873986,1.144,-0.006944444444444451,2019-02-28,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.147,1.147,-0.036134453781512546,1.147,0.002622377622377722,2019-03-01,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.173,1.173,-0.014285714285714205,1.173,0.022667829119442044,2019-03-04,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.17,1.17,-0.016806722689075647,1.17,-0.002557544757033345,2019-03-05,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.177,1.177,-0.010924369747899076,1.177,0.005982905982906083,2019-03-06,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.173,1.173,-0.014285714285714205,1.173,-0.0033984706881903175,2019-03-07,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.163,1.163,-0.022689075630252027,1.163,-0.008525149190110834,2019-03-08,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.184,1.184,-0.005042016806722694,1.184,0.018056749785038614,2019-03-11,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.174,1.174,-0.013445378151260517,1.174,-0.008445945945945953,2019-03-12,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.166,1.166,-0.020168067226890775,1.166,-0.0068143100511073315,2019-03-13,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.161,1.161,-0.024369747899159595,1.161,-0.004288164665523065,2019-03-14,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.165,1.165,-0.021008403361344463,1.165,0.0034453057708871693,2019-03-15,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.172,1.172,-0.015126050420168081,1.172,0.006008583690987035,2019-03-18,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.174,1.174,-0.013445378151260517,1.174,0.0017064846416382268,2019-03-19,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.16,1.16,-0.02521008403361347,1.16,-0.01192504258943783,2019-03-20,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.144,1.144,-0.038655462184873986,1.144,-0.013793103448275876,2019-03-21,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.136,1.136,-0.04537815126050424,1.136,-0.006993006993007,2019-03-22,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.147,1.147,-0.036134453781512546,1.147,0.009683098591549403,2019-03-25,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.151,1.151,-0.03277310924369742,1.151,0.0034873583260680067,2019-03-26,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.142,1.142,-0.04033613445378155,1.142,-0.007819287576020954,2019-03-27,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.143,1.143,-0.039495798319327674,1.143,0.0008756567425570157,2019-03-28,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.128,1.128,-0.052100840336134505,1.128,-0.013123359580052603,2019-03-29,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.143,1.143,-0.039495798319327674,1.143,0.013297872340425643,2019-04-01,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.151,1.151,-0.03277310924369742,1.151,0.006999125109361336,2019-04-02,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.159,1.159,-0.02605042016806716,1.159,0.006950477845351874,2019-04-03,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.16,1.16,-0.02521008403361347,1.16,0.0008628127696288955,2019-04-04,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.18,1.18,-0.008403361344537823,1.18,0.017241379310344845,2019-04-08,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.176,1.176,-0.011764705882352951,1.176,-0.0033898305084745796,2019-04-09,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.168,1.168,-0.01848739495798321,1.168,-0.006802721088435381,2019-04-10,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.175,1.175,-0.012605042016806641,1.175,0.005993150684931608,2019-04-11,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.171,1.171,-0.01596638655462177,1.171,-0.003404255319148939,2019-04-12,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.174,1.174,-0.013445378151260517,1.174,0.0025619128949614786,2019-04-15,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.167,1.167,-0.0193277310924369,1.167,-0.005962521294718821,2019-04-16,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.168,1.168,-0.01848739495798321,1.168,0.0008568980291344386,2019-04-17,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.172,1.172,-0.015126050420168081,1.172,0.0034246575342465786,2019-04-18,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.171,1.171,-0.01596638655462177,1.171,-0.0008532423208190187,2019-04-19,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.17,1.17,-0.016806722689075647,1.17,-0.0008539709649872859,2019-04-22,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.169,1.169,-0.017647058823529335,1.169,-0.0008547008547007606,2019-04-23,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.175,1.175,-0.012605042016806641,1.175,0.005132591958939269,2019-04-24,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.172,1.172,-0.015126050420168081,1.172,-0.0025531914893617987,2019-04-25,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.178,1.178,-0.010084033613445387,1.178,0.005119453924914681,2019-04-26,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.156,1.156,-0.0285714285714286,1.156,-0.018675721561969456,2019-04-29,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.156,1.156,-0.0285714285714286,1.156,0.0,2019-04-30,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.166,1.166,-0.020168067226890775,1.166,0.008650519031141876,2019-05-06,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.157,1.157,-0.027731092436974723,1.157,-0.0077186963979415935,2019-05-07,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.157,1.157,-0.027731092436974723,1.157,0.0,2019-05-08,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.178,1.178,-0.010084033613445387,1.178,0.01815038893690571,2019-05-09,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.171,1.171,-0.01596638655462177,1.171,-0.005942275042444733,2019-05-10,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.173,1.173,-0.014285714285714205,1.173,0.0017079419299743824,2019-05-13,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.193,1.193,0.0,1.193,0.01705029838022167,2019-05-14,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.201,1.201,0.0,1.201,0.0067057837384744395,2019-05-15,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.198,1.198,-0.0024979184013323177,1.198,-0.0024979184013323177,2019-05-16,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.2,1.2,-0.0008326394671108342,1.2,0.0016694490818030066,2019-05-17,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.208,1.208,0.0,1.208,0.006666666666666673,2019-05-20,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.211,1.211,0.0,1.211,0.0024834437086093657,2019-05-21,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.222,1.222,0.0,1.222,0.009083402146985877,2019-05-22,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.225,1.225,0.0,1.225,0.0024549918166940376,2019-05-23,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.224,1.224,-0.0008163265306123362,1.224,-0.0008163265306123362,2019-05-24,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.23,1.23,0.0,1.23,0.00490196078431373,2019-05-27,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.232,1.232,0.0,1.232,0.0016260162601626031,2019-05-28,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.233,1.233,0.0,1.233,0.0008116883116884025,2019-05-29,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.23,1.23,-0.0024330900243309922,1.23,-0.0024330900243309922,2019-05-30,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.22,1.22,-0.010543390105434,1.22,-0.008130081300813016,2019-05-31,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.212,1.212,-0.017031630170316406,1.212,-0.006557377049180334,2019-06-03,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.216,1.216,-0.013787510137875202,1.216,0.0033003300330033034,2019-06-04,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.215,1.215,-0.014598540145985413,1.215,-0.000822368421052541,2019-06-05,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.217,1.217,-0.012976480129764812,1.217,0.0016460905349794251,2019-06-06,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.209,1.209,-0.019464720194647216,1.209,-0.006573541495480696,2019-06-10,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.223,1.223,-0.008110300081103007,1.223,0.011579818031430945,2019-06-11,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.225,1.225,-0.006488240064882406,1.225,0.0016353229762878182,2019-06-12,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.224,1.224,-0.007299270072992797,1.224,-0.0008163265306123362,2019-06-13,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.223,1.223,-0.008110300081103007,1.223,-0.0008169934640521976,2019-06-14,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
