date,nav_adjusted,H11009.CSI,excess_nav
2021-02-10,2.4975,1.123,2.3745
2021-02-19,2.4741,1.123,2.3511
2021-02-26,2.3962,1.1238,2.2724
2021-03-05,2.4273,1.1255,2.3018
2021-03-12,2.4214,1.1265,2.2949
2021-03-19,2.4253,1.1278,2.2975
2021-03-26,2.4347,1.1299,2.3048
2021-04-02,2.4335,1.1309,2.3026
2021-04-09,2.4309,1.1317,2.2992
2021-04-16,2.4569,1.1344,2.3225
2021-04-23,2.4958,1.1364,2.3594
2021-04-30,2.4943,1.1361,2.3582
2021-05-07,2.5042,1.1372,2.367
2021-05-14,2.5173,1.139,2.3783
2021-05-21,2.4934,1.1416,2.3518
2021-05-28,2.5081,1.1421,2.366
2021-06-04,2.5153,1.1424,2.3729
2021-06-11,2.5429,1.1416,2.4013
2021-06-18,2.5327,1.1414,2.3913
2021-06-25,2.5615,1.1434,2.4181
2021-07-02,2.5421,1.1451,2.397
2021-07-09,2.5576,1.1495,2.4081
2021-07-16,2.6245,1.1531,2.4714
2021-07-23,2.6331,1.1561,2.477
2021-07-30,2.6247,1.1592,2.4655
2021-08-06,2.6196,1.1615,2.4581
2021-08-13,2.6247,1.1604,2.4643
2021-08-20,2.622,1.1624,2.4596
2021-08-27,2.6346,1.1622,2.4724
2021-09-03,2.6976,1.1639,2.5337
2021-09-10,2.7946,1.1633,2.6313
2021-09-17,2.8296,1.1631,2.6665
2021-09-24,2.8589,1.164,2.6949
2021-09-30,2.8731,1.164,2.7091
2021-10-08,2.8799,1.1639,2.716
2021-10-15,2.8683,1.162,2.7063
2021-10-22,2.8922,1.1616,2.7306
2021-10-29,2.9182,1.1635,2.7547
2021-11-05,2.9651,1.1674,2.7977
2021-11-12,2.967,1.1675,2.7995
2021-11-19,2.9716,1.1687,2.8029
2021-11-26,2.9511,1.1715,2.7796
2021-12-03,2.9581,1.1715,2.7866
2021-12-10,2.9571,1.1732,2.7839
2021-12-17,2.8881,1.1745,2.7136
2021-12-24,2.8975,1.1753,2.7222
2021-12-31,2.9257,1.1786,2.7471
2022-01-07,2.8965,1.1791,2.7174
2022-01-14,2.8914,1.1817,2.7097
2022-01-21,2.8724,1.1875,2.6849
2022-01-28,2.8168,1.1887,2.6281
2022-02-11,2.8255,1.1876,2.6379
2022-02-18,2.8342,1.1873,2.6469
2022-02-25,2.8436,1.186,2.6576
2022-03-04,2.8337,1.1845,2.6492
2022-03-11,2.8345,1.1844,2.6501
2022-03-18,2.8617,1.1857,2.676
2022-03-25,2.8412,1.1862,2.655
2022-04-01,2.8275,1.1882,2.6393
2022-04-08,2.8244,1.191,2.6334
2022-04-15,2.8083,1.1926,2.6157
2022-04-22,2.7942,1.1918,2.6024
2022-04-29,2.8235,1.1929,2.6306
2022-05-06,2.8072,1.1941,2.6131
2022-05-13,2.8517,1.1962,2.6555
2022-05-20,2.8117,1.1982,2.6135
2022-05-27,2.8049,1.2012,2.6037
2022-06-02,2.7919,1.1998,2.5921
2022-06-10,2.8055,1.1997,2.6058
2022-06-17,2.8644,1.2003,2.6641
2022-06-24,2.8929,1.2005,2.6924
2022-07-01,2.9017,1.2002,2.7015
2022-07-08,2.9051,1.2001,2.705
2022-07-15,2.9386,1.2034,2.7352
2022-07-22,2.9259,1.2056,2.7203
2022-07-29,2.8977,1.2082,2.6895
2022-08-05,2.9293,1.212,2.7173
2022-08-12,2.929,1.2115,2.7175
2022-08-19,2.9649,1.2173,2.7476
2022-08-26,2.9437,1.2164,2.7273
2022-09-02,2.9925,1.2188,2.7737
2022-09-09,2.9587,1.2195,2.7392
2022-09-16,2.9688,1.2196,2.7492
2022-09-23,2.9815,1.2207,2.7608
2022-09-30,3.0021,1.2182,2.7839
2022-10-14,3.0317,1.2216,2.8101
2022-10-21,3.0444,1.2224,2.822
2022-10-28,3.0709,1.2239,2.847
2022-11-04,3.0678,1.2236,2.8442
2022-11-11,3.0825,1.2217,2.8608
2022-11-18,3.0633,1.2157,2.8476
2022-11-25,3.0563,1.2179,2.8384
2022-12-02,3.0659,1.216,2.8499
2022-12-09,3.0597,1.214,2.8457
2022-12-16,3.0286,1.2136,2.815
2022-12-23,3.0241,1.2164,2.8077
2022-12-30,3.0467,1.2177,2.829
2023-01-06,3.0678,1.2194,2.8484
2023-01-13,3.0819,1.2194,2.8625
2023-01-20,3.1062,1.2183,2.8879
2023-02-03,3.1102,1.2204,2.8898
2023-02-10,3.1333,1.2213,2.912
2023-02-17,3.1025,1.2225,2.88
2023-02-24,3.0946,1.222,2.8726
2023-03-03,3.1135,1.2223,2.8912
2023-03-10,3.054,1.2249,2.8291
2023-03-17,3.023,1.2265,2.7965
2023-03-24,3.0856,1.2276,2.858
2023-03-31,3.0873,1.229,2.8583
2023-04-07,3.1355,1.2302,2.9053
2023-04-14,3.1435,1.2319,2.9116
2023-04-21,3.129,1.2334,2.8956
2023-04-28,3.1389,1.2358,2.9031
2023-05-05,3.1364,1.2391,2.8973
2023-05-12,3.1308,1.2417,2.8891
2023-05-19,3.1571,1.2426,2.9145
2023-05-26,3.1633,1.2436,2.9197
2023-06-02,3.1623,1.2452,2.9171
2023-06-09,3.1515,1.2472,2.9043
2023-06-16,3.1367,1.2482,2.8885
2023-06-21,3.1546,1.2486,2.906
2023-06-30,3.188,1.251,2.937
2023-07-07,3.1855,1.2518,2.9337
2023-07-14,3.1577,1.2533,2.9044
2023-07-21,3.1487,1.2553,2.8934
2023-07-28,3.1747,1.2552,2.9195
2023-08-04,3.1824,1.2564,2.926
2023-08-11,3.1679,1.2579,2.91
2023-08-18,3.1546,1.262,2.8926
2023-08-25,3.1416,1.2637,2.8779
2023-09-01,3.1438,1.2629,2.8809
2023-09-08,3.141,1.2591,2.8819
2023-09-15,3.1491,1.26,2.8891
2023-09-22,3.137,1.2587,2.8783
2023-09-28,3.1395,1.2596,2.8799
2023-10-13,3.1565,1.2588,2.8977
2023-10-20,3.1268,1.2572,2.8696
2023-10-27,3.1274,1.257,2.8704
2023-11-03,3.1438,1.2588,2.885
2023-11-10,3.1349,1.2597,2.8752
2023-11-17,3.1426,1.2617,2.8809
2023-11-24,3.1608,1.2616,2.8992
2023-12-01,3.1225,1.2636,2.8589
2023-12-08,3.1095,1.2641,2.8454
2023-12-15,3.1596,1.2677,2.8919
2023-12-22,3.1284,1.2714,2.857
2023-12-29,3.1663,1.2763,2.89
2024-01-05,3.1663,1.2782,2.8881
2024-01-12,3.1917,1.2792,2.9125
2024-01-19,3.1876,1.2822,2.9054
2024-01-26,3.1898,1.2851,2.9047
2024-02-02,3.2022,1.2906,2.9116
2024-02-08,3.2102,1.2914,2.9188
2024-02-23,3.237,1.2957,2.9413
2024-03-01,3.2608,1.298,2.9628
2024-03-08,3.2732,1.3025,2.9707
2024-03-15,3.2602,1.2996,2.9606
2024-03-22,3.3025,1.3013,3.0012
2024-03-29,3.3201,1.303,3.0171
2024-04-03,3.3171,1.3043,3.0128
2024-04-12,3.3274,1.3071,3.0203
2024-04-19,3.2663,1.3106,2.9557
2024-04-26,3.2852,1.3104,2.9748
2024-04-30,3.2793,1.3097,2.9696
2024-05-10,3.2902,1.3092,2.981
2024-05-17,3.2573,1.3108,2.9465
2024-05-24,3.2102,1.3123,2.8979
2024-05-31,3.2026,1.3141,2.8885
2024-06-07,3.2756,1.3172,2.9584
2024-06-14,3.2729,1.3195,2.9534
2024-06-21,3.2892,1.3223,2.9669
2024-06-28,3.2899,1.3257,2.9642
2024-07-05,3.3045,1.3257,2.9788
2024-07-12,3.3135,1.3266,2.9869
2024-07-19,3.3058,1.328,2.9778
2024-07-26,3.3058,1.3327,2.9731
2024-08-02,3.3218,1.3379,2.9839
2024-08-09,3.3476,1.3374,3.0102
2024-08-16,3.3905,1.3364,3.0541
2024-08-23,3.4024,1.3384,3.064
2024-08-30,3.3822,1.3375,3.0447
2024-09-06,3.4267,1.3419,3.0848
2024-09-13,3.4326,1.3471,3.0855
2024-09-20,3.4436,1.3498,3.0938
2024-09-27,3.4233,1.3433,3.08
2024-09-30,3.3925,1.3408,3.0517
2024-10-11,3.4267,1.3407,3.086
2024-10-18,3.4595,1.3438,3.1157
2024-10-25,3.4645,1.3409,3.1236
2024-11-01,3.4629,1.3426,3.1203
2024-11-08,3.4668,1.3459,3.1209
2024-11-15,3.4761,1.3475,3.1286
2024-11-22,3.4901,1.3477,3.1424
2024-11-29,3.4698,1.3529,3.1169
2024-12-06,3.4891,1.3597,3.1294
2024-12-13,3.4971,1.3715,3.1256
2024-12-20,3.5014,1.3744,3.127
2024-12-27,3.513,1.3755,3.1375
2025-01-03,3.5203,1.3835,3.1368
2025-01-10,3.5156,1.3812,3.1344
2025-01-17,3.5004,1.3813,3.1191
2025-01-24,3.5263,1.3808,3.1455
2025-01-27,3.5216,1.3834,3.1382
2025-02-07,3.5342,1.386,3.1482
2025-02-14,3.5658,1.3848,3.181
2025-02-21,3.5469,1.3778,3.1691
2025-02-28,3.5399,1.3737,3.1662
2025-03-07,3.5512,1.3688,3.1824
2025-03-14,3.5621,1.3653,3.1968
2025-03-21,3.5767,1.3655,3.2112
2025-03-28,3.5671,1.3675,3.1996
2025-04-03,3.587,1.3769,3.2101
2025-04-11,3.6128,1.381,3.2318
2025-04-18,3.6389,1.3816,3.2573
2025-04-25,3.646,1.3811,3.2649
2025-04-30,3.6653,1.385,3.2803
2025-05-09,3.6835,1.3869,3.2966
2025-05-16,3.656,1.3837,3.2723
2025-05-23,3.6625,1.3847,3.2778
2025-05-30,3.7032,1.3846,3.3186
2025-06-06,3.7046,1.3866,3.318
2025-06-13,3.7018,1.3896,3.3122
2025-06-20,3.6818,1.3931,3.2887
2025-06-27,3.7,1.3925,3.3075
2025-07-04,3.6871,1.3946,3.2925
2025-07-11,3.6632,1.3933,3.2699
2025-07-18,3.6664,1.3947,3.2717
2025-07-25,3.5663,1.3887,3.1776
