date,nav_adjusted,H11009.CSI,excess_nav
2024-04-22,2.3071,1.2514,2.0557
2024-04-23,2.2846,1.2526,2.032
2024-04-24,2.2754,1.2518,2.0236
2024-04-25,2.2789,1.2521,2.0268
2024-04-26,2.2856,1.2498,2.0358
2024-04-29,2.2741,1.2464,2.0277
2024-04-30,2.2833,1.2492,2.0341
2024-05-06,2.2616,1.2494,2.0122
2024-05-07,2.2484,1.2497,1.9987
2024-05-08,2.2344,1.2496,1.9848
2024-05-09,2.2351,1.2487,1.9864
2024-05-10,2.252,1.2487,2.0033
2024-05-13,2.2576,1.2503,2.0073
2024-05-14,2.2656,1.2506,2.015
2024-05-15,2.2748,1.2509,2.0239
2024-05-16,2.2595,1.2503,2.0092
2024-05-17,2.2413,1.2502,1.9911
2024-05-20,2.2668,1.2506,2.0162
2024-05-21,2.2731,1.2502,2.0229
2024-05-22,2.2668,1.2507,2.0161
2024-05-23,2.2415,1.2515,1.99
2024-05-24,2.2213,1.2517,1.9696
2024-05-27,2.2211,1.2522,1.9689
2024-05-28,2.219,1.2527,1.9663
2024-05-29,2.2378,1.2532,1.9846
2024-05-30,2.2179,1.2534,1.9645
2024-05-31,2.2167,1.2534,1.9633
2024-06-03,2.2236,1.2544,1.9692
2024-06-04,2.2491,1.2546,1.9945
2024-06-05,2.2361,1.2553,1.9808
2024-06-06,2.2273,1.2558,1.9715
2024-06-07,2.2142,1.2563,1.9579
2024-06-11,2.215,1.2571,1.9579
2024-06-12,2.2162,1.2572,1.959
2024-06-13,2.2319,1.2576,1.9743
2024-06-14,2.2277,1.2585,1.9692
2024-06-17,2.2482,1.2593,1.9889
2024-06-18,2.2536,1.2603,1.9933
2024-06-19,2.2572,1.2611,1.9961
2024-06-20,2.2536,1.2617,1.9919
2024-06-21,2.2658,1.2612,2.0046
2024-06-24,2.2758,1.2617,2.0141
2024-06-25,2.28,1.2629,2.0171
2024-06-26,2.2624,1.263,1.9994
2024-06-27,2.2541,1.2641,1.99
2024-06-28,2.2536,1.2645,1.9891
2024-07-01,2.2445,1.2625,1.982
2024-07-02,2.2282,1.2639,1.9643
2024-07-03,2.2165,1.2649,1.9516
2024-07-04,2.2236,1.2649,1.9587
2024-07-05,2.2459,1.2645,1.9814
2024-07-08,2.2668,1.2625,2.0043
2024-07-09,2.2846,1.2638,2.0208
2024-07-10,2.3094,1.2641,2.0453
2024-07-11,2.3153,1.2646,2.0507
2024-07-12,2.3086,1.2653,2.0433
2024-07-15,2.3245,1.2661,2.0584
2024-07-16,2.3297,1.2661,2.0636
2024-07-17,2.322,1.2663,2.0557
2024-07-18,2.3326,1.2662,2.0664
2024-07-19,2.3082,1.2666,2.0416
2024-07-22,2.3115,1.2679,2.0436
2024-07-23,2.3374,1.2687,2.0687
2024-07-24,2.3448,1.2691,2.0757
2024-07-25,2.3817,1.27,2.1117
2024-07-26,2.3692,1.2711,2.0981
2024-07-29,2.4018,1.272,2.1298
2024-07-30,2.4363,1.273,2.1633
2024-07-31,2.4319,1.2739,2.158
2024-08-01,2.4175,1.2752,2.1423
2024-08-02,2.4237,1.276,2.1477
2024-08-05,2.4217,1.2783,2.1434
2024-08-06,2.4488,1.2769,2.1719
2024-08-07,2.4622,1.2782,2.184
2024-08-08,2.4691,1.2771,2.192
2024-08-09,2.4639,1.2756,2.1883
2024-08-12,2.4891,1.2721,2.217
2024-08-13,2.504,1.2734,2.2306
2024-08-14,2.5535,1.275,2.2785
2024-08-15,2.5435,1.2737,2.2698
2024-08-16,2.5357,1.2746,2.2611
2024-08-19,2.5395,1.2757,2.2638
2024-08-20,2.5357,1.2756,2.2601
2024-08-21,2.5144,1.2745,2.2399
2024-08-22,2.5197,1.2763,2.2434
2024-08-23,2.5431,1.2765,2.2666
2024-08-26,2.5343,1.2766,2.2577
2024-08-27,2.5169,1.2752,2.2417
2024-08-28,2.5046,1.276,2.2286
2024-08-29,2.5006,1.2758,2.2248
2024-08-30,2.4846,1.2757,2.2089
2024-09-02,2.532,1.2773,2.2547
2024-09-03,2.5644,1.2778,2.2866
2024-09-04,2.5913,1.2785,2.3128
2024-09-05,2.6057,1.2792,2.3265
2024-09-06,2.6172,1.2799,2.3373
2024-09-09,2.6329,1.2808,2.3521
2024-09-10,2.6254,1.2819,2.3435
2024-09-11,2.6378,1.2833,2.3545
2024-09-12,2.6142,1.2836,2.3306
2024-09-13,2.6163,1.2849,2.3314
2024-09-18,2.6409,1.2869,2.354
2024-09-19,2.6163,1.2864,2.3299
2024-09-20,2.6201,1.2874,2.3327
2024-09-23,2.6371,1.288,2.3491
2024-09-24,2.5793,1.2867,2.2926
2024-09-25,2.5371,1.2884,2.2487
2024-09-26,2.5349,1.2868,2.2481
2024-09-27,2.5113,1.2812,2.2301
2024-09-30,2.4994,1.2788,2.2206
2024-10-08,2.5512,1.2772,2.274
2024-10-09,2.5882,1.2766,2.3116
2024-10-10,2.601,1.2785,2.3225
2024-10-11,2.6256,1.2788,2.3468
2024-10-14,2.6003,1.2795,2.3208
2024-10-15,2.5815,1.2805,2.301
2024-10-16,2.5872,1.2806,2.3066
2024-10-17,2.6438,1.2819,2.3619
2024-10-18,2.6834,1.2817,2.4017
2024-10-21,2.6758,1.2823,2.3935
2024-10-22,2.665,1.2812,2.3838
2024-10-23,2.6588,1.2798,2.379
2024-10-24,2.6512,1.2797,2.3715
2024-10-25,2.6466,1.279,2.3676
2024-10-28,2.6342,1.2786,2.3556
2024-10-29,2.6371,1.2787,2.3584
2024-10-30,2.6407,1.2787,2.362
2024-10-31,2.6321,1.2789,2.3532
2024-11-01,2.6275,1.2806,2.3469
2024-11-04,2.6347,1.2814,2.3533
2024-11-05,2.6376,1.2823,2.3553
2024-11-06,2.6421,1.2825,2.3596
2024-11-07,2.6459,1.2834,2.3625
2024-11-08,2.639,1.2837,2.3553
2024-11-11,2.6867,1.2844,2.4023
2024-11-12,2.6772,1.2855,2.3917
2024-11-13,2.6598,1.2851,2.3747
2024-11-14,2.6581,1.2852,2.3729
2024-11-15,2.6841,1.2853,2.3988
2024-11-18,2.6829,1.284,2.3989
2024-11-19,2.671,1.2848,2.3862
2024-11-20,2.6707,1.2845,2.3862
2024-11-21,2.6557,1.2852,2.3705
2024-11-22,2.6691,1.2854,2.3837
2024-11-25,2.6571,1.2864,2.3707
2024-11-26,2.6562,1.2871,2.3691
2024-11-27,2.665,1.2877,2.3773
2024-11-28,2.6679,1.2888,2.3791
2024-11-29,2.6588,1.2904,2.3684
2024-12-02,2.6688,1.2943,2.3745
2024-12-03,2.6748,1.2941,2.3807
2024-12-04,2.7013,1.2962,2.4051
2024-12-05,2.7211,1.2969,2.4242
2024-12-06,2.7201,1.2969,2.4232
2024-12-09,2.7182,1.2979,2.4203
2024-12-10,2.6839,1.3041,2.3798
2024-12-11,2.6939,1.3042,2.3897
2024-12-12,2.6951,1.305,2.3901
2024-12-13,2.6958,1.3081,2.3877
2024-12-16,2.7034,1.3107,2.3927
2024-12-20,2.7414,1.3109,2.4305
2024-12-27,2.7142,1.3119,2.4023
2024-12-31,2.6965,1.3134,2.3831
2025-01-03,2.696,1.3196,2.3764
2025-01-10,2.7192,1.3174,2.4018
2025-01-17,2.6903,1.3174,2.3729
2025-01-24,2.6758,1.317,2.3588
2025-01-27,2.6724,1.3195,2.3529
2025-02-07,2.6884,1.3219,2.3665
2025-02-14,2.7175,1.3208,2.3967
2025-02-21,2.7099,1.3141,2.3958
2025-02-28,2.6526,1.3102,2.3424
2025-03-07,2.7182,1.3055,2.4127
2025-03-14,2.7653,1.3022,2.4631
2025-03-21,2.803,1.3024,2.5006
2025-03-28,2.76,1.3043,2.4557
2025-03-31,2.7827,1.3048,2.4779
2025-04-03,2.7882,1.3133,2.4749
2025-04-11,2.8306,1.3172,2.5134
2025-04-18,2.8736,1.3178,2.5558
2025-04-25,2.8953,1.3173,2.578
2025-04-30,2.9192,1.321,2.5982
2025-05-09,2.9614,1.3228,2.6386
2025-05-16,2.9326,1.3198,2.6128
2025-05-23,2.9579,1.3207,2.6372
2025-05-30,3.0653,1.3206,2.7447
2025-06-06,3.0526,1.3225,2.7301
2025-06-13,3.0498,1.3254,2.7244
2025-06-20,3.0058,1.3288,2.677
2025-06-27,2.9889,1.3281,2.6608
2025-06-30,2.9795,1.3276,2.6519
2025-07-04,2.9573,1.3302,2.6271
2025-07-11,2.9526,1.3289,2.6237
2025-07-18,2.937,1.3302,2.6068
2025-07-25,2.9229,1.3246,2.5983
